composition,formation_energy,lattice_distortion,source,functional,calculation_id
"{""U"": 0.968649, ""V"": 0.031351000000000004}",0.335394,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_216
"{""Fe"": 0.018092, ""Mn"": 0.054071, ""U"": 0.927837}",-0.059914,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Mn5_U93_382
"{""Mo"": 0.053037, ""U"": 0.946963}",0.202317,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_211
"{""Si"": 0.009955, ""Ti"": 0.086642, ""U"": 0.903403}",0.111586,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_Ti9_U90_37
"{""Cr"": 0.062257, ""U"": 0.937743}",0.472971,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_117
"{""Nb"": 0.114032, ""U"": 0.885968}",0.277799,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U89_358
"{""Cr"": 0.066916, ""Si"": 0.009933, ""U"": 0.923151}",0.465902,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Si1_U92_134
"{""Al"": 0.01548, ""Mn"": 0.053704, ""U"": 0.930816}",-0.055397,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Mn5_U93_257
"{""Mn"": 0.038118, ""U"": 0.961882}",-0.049377,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_217
"{""U"": 0.959664, ""Zr"": 0.040336}",0.323234,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_78
"{""Ru"": 0.021428, ""U"": 0.908541, ""Zr"": 0.070031}",0.334575,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_U91_Zr7_284
"{""Cr"": 0.051362000000000005, ""U"": 0.948638}",0.480454,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_392
"{""Ru"": 0.05, ""U"": 0.95}",-1.828286,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_157
"{""U"": 0.940259, ""Zr"": 0.059741}",0.319860,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_158
"{""Mn"": 0.027896, ""U"": 0.972104}",-0.046730,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_206
"{""Ru"": 0.046458, ""U"": 0.953542}",-1.828001,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_344
"{""Mo"": 0.141212, ""U"": 0.858788}",0.200500,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U86_10
"{""Al"": 0.027529, ""U"": 0.972471}",-0.170054,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_160
"{""Mo"": 0.045, ""Nb"": 0.03, ""U"": 0.925}",0.201868,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Nb3_U92_186
"{""Ti"": 0.095692, ""U"": 0.904308}",0.110613,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_355
"{""Al"": 0.024978999999999998, ""U"": 0.975021}",-0.175932,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_89
"{""Nb"": 0.041996, ""U"": 0.958004}",0.270922,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4_U96_91
"{""Al"": 0.013926000000000001, ""U"": 0.986074}",-0.176381,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_36
"{""U"": 0.8577859999999999, ""Zr"": 0.142214}",0.306363,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_211
"{""Cr"": 0.062216, ""Ti"": 0.105546, ""U"": 0.832238}",0.132518,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_Ti11_U83_365
"{""Mo"": 0.136175, ""U"": 0.8638250000000001}",0.200405,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U86_259
"{""Ti"": 0.070275, ""U"": 0.790455, ""Zr"": 0.13927}",0.324935,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U79_Zr14_372
"{""Ru"": 0.021428, ""U"": 0.906541, ""Zr"": 0.072031}",0.334180,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_U91_Zr7_155
"{""Cr"": 0.072988, ""U"": 0.927012}",0.465902,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_16
"{""Al"": 0.02997, ""U"": 0.901467, ""Zr"": 0.068563}",0.332044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U90_Zr7_225
"{""Si"": 0.005904, ""U"": 0.994096}",-0.722157,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_10
"{""U"": 0.852652, ""Zr"": 0.147348}",0.305479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U85_Zr15_62
"{""Si"": 0.006249, ""U"": 0.908207, ""Zr"": 0.085544}",0.319663,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U91_Zr9_361
"{""Ru"": 0.041, ""U"": 0.959}",-1.826864,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_176
"{""Mo"": 0.119068, ""U"": 0.880932}",0.200153,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo12_U88_82
"{""Ru"": 0.05837, ""U"": 0.94163}",-1.829368,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru6_U94_200
"{""Ti"": 0.062922, ""U"": 0.937078}",0.108728,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti6_U94_29
"{""Al"": 0.016697999999999998, ""Ti"": 0.117102, ""U"": 0.8662}",0.113844,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Ti12_U87_187
"{""Cr"": 0.043951, ""Mo"": 0.111413, ""U"": 0.8446359999999999}",0.203296,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_Mo11_U84_346
"{""Al"": 0.010780000000000001, ""U"": 0.98922}",-0.179687,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_372
"{""Al"": 0.012604, ""Ru"": 0.029874, ""U"": 0.957522}",-1.825898,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Ru3_U96_216
"{""Mo"": 0.074671, ""Si"": 0.013565, ""U"": 0.911763}",0.200514,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_Si1_U91_329
"{""U"": 0.753, ""Zr"": 0.247}",0.290138,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U75_Zr25_38
"{""Ti"": 0.11086, ""U"": 0.88914}",0.111552,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_113
"{""Cr"": 0.090269, ""Mn"": 0.044208, ""U"": 0.865523}",0.303283,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_Mn4_U87_171
"{""Ru"": 0.082512, ""U"": 0.917488}",-1.832212,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru8_U92_157
"{""U"": 0.973848, ""V"": 0.026151999999999998}",0.336939,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_329
"{""Cr"": 0.03826, ""Ru"": 0.064729, ""U"": 0.897011}",-1.833865,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_Ru6_U90_341
"{""Nb"": 0.087347, ""U"": 0.912653}",0.275065,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_104
"{""Al"": 0.024603, ""U"": 0.975397}",-0.176047,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_64
"{""Fe"": 0.034203000000000004, ""Ru"": 0.072007, ""U"": 0.89379}",-1.833872,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_Ru7_U89_195
"{""Nb"": 0.052213, ""U"": 0.947787}",0.271772,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_268
"{""Fe"": 0.055611, ""U"": 0.944389}",-0.046895,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_U94_137
"{""U"": 0.925401, ""V"": 0.074599}",0.288447,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_V7_286
"{""Mo"": 0.082053, ""U"": 0.792307, ""Zr"": 0.12564}",0.356834,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U79_Zr13_162
"{""Fe"": 0.058306, ""Nb"": 0.088764, ""U"": 0.85293}",0.304814,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_Nb9_U85_75
"{""Nb"": 0.07549600000000001, ""U"": 0.924504}",0.273901,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb8_U92_181
"{""Mn"": 0.048415, ""U"": 0.951585}",-0.051832,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_81
"{""Mo"": 0.042276, ""Ru"": 0.05569, ""U"": 0.902034}",-1.832599,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Ru6_U90_71
"{""Mo"": 0.07, ""U"": 0.93}",0.201310,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_U93_208
"{""Ru"": 0.033797, ""U"": 0.966203}",-1.825756,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_350
"{""Cr"": 0.045000000000000005, ""U"": 0.955}",0.321515,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U96_142
"{""Fe"": 0.036203, ""Ru"": 0.072007, ""U"": 0.89179}",-1.833749,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ru7_U89_383
"{""Si"": 0.014058999999999999, ""U"": 0.985941}",-0.720892,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_162
"{""Al"": 0.02511, ""U"": 0.97489}",-0.175932,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_64
"{""Fe"": 0.015757, ""U"": 0.984243}",-0.021676,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_249
"{""Al"": 0.032679, ""U"": 0.967321}",-0.171680,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_25
"{""Ti"": 0.039655, ""U"": 0.960345}",0.107531,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_178
"{""U"": 0.885869, ""Zr"": 0.11413100000000001}",0.310846,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U89_Zr11_228
"{""Ti"": 0.032814, ""U"": 0.967186}",0.107164,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti3_U97_72
"{""Ti"": 0.039636, ""U"": 0.914631, ""Zr"": 0.045733}",0.332813,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U91_Zr5_201
"{""Fe"": 0.022385, ""Nb"": 0.107088, ""U"": 0.870527}",0.287079,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Nb11_U87_149
"{""Mn"": 0.058409, ""U"": 0.941591}",-0.054016,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn6_U94_249
"{""Ti"": 0.09686600000000001, ""U"": 0.903134}",0.110701,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_231
"{""Ru"": 0.040608, ""Ti"": 0.024811, ""U"": 0.934581}",-1.828320,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_Ti2_U93_78
"{""Nb"": 0.128037, ""Si"": 0.010615, ""U"": 0.861348}",0.282072,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_Si1_U86_138
"{""Ti"": 0.106279, ""U"": 0.893721}",0.111273,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_245
"{""Mn"": 0.043834, ""U"": 0.956166}",-0.050581,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_296
"{""Mn"": 0.030761, ""U"": 0.969239}",-0.047438,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_185
"{""Al"": 0.019797, ""Mo"": 0.041419000000000004, ""U"": 0.938784}",0.202038,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Mo4_U94_15
"{""Ti"": 0.068869, ""U"": 0.931131}",0.109048,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_345
"{""Cr"": 0.065, ""U"": 0.935}",0.471188,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_303
"{""Mo"": 0.14436, ""U"": 0.836043, ""V"": 0.019597}",0.201759,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_U84_V2_5
"{""Si"": 0.005073, ""Ti"": 0.076454, ""U"": 0.918473}",0.110239,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_Ti8_U92_232
"{""Nb"": 0.046213000000000004, ""U"": 0.9537869999999999}",0.271255,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_48
"{""Ti"": 0.07100000000000001, ""U"": 0.929}",0.109164,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_277
"{""Nb"": 0.127, ""U"": 0.873}",0.278901,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_53
"{""Mo"": 0.042744, ""U"": 0.957256}",0.203085,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_U96_85
"{""Al"": 0.031467, ""U"": 0.968533}",-0.171598,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_132
"{""Nb"": 0.115683, ""U"": 0.884317}",0.277997,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_297
"{""Al"": 0.01325, ""Mo"": 0.08229500000000001, ""U"": 0.904455}",0.200439,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Mo8_U90_134
"{""Fe"": 0.048668, ""U"": 0.951332}",-0.042684,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_360
"{""Cr"": 0.038628, ""Ru"": 0.034692, ""U"": 0.92668}",0.315937,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_Ru3_U93_273
"{""Nb"": 0.017, ""U"": 0.983}",0.268894,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb2_U98_111
"{""U"": 0.745, ""Zr"": 0.255}",0.288974,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U74_Zr26_365
"{""Ru"": 0.021428, ""U"": 0.907541, ""Zr"": 0.071031}",0.334378,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_U91_Zr7_210
"{""Nb"": 0.058528, ""Si"": 0.005655, ""U"": 0.935817}",0.273595,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb6_Si1_U94_155
"{""U"": 0.845, ""Zr"": 0.155}",0.304438,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U84_Zr16_237
"{""Mo"": 0.049, ""U"": 0.951}",0.202602,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_128
"{""Mn"": 0.021896, ""U"": 0.978104}",-0.045404,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_265
"{""Cr"": 0.063283, ""U"": 0.895362, ""V"": 0.041355}",0.453153,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U90_V4_161
"{""Fe"": 0.03649, ""U"": 0.96351}",-0.035241,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_194
"{""Mn"": 0.024191999999999998, ""U"": 0.903068, ""V"": 0.07274}",0.320564,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U90_V7_2
"{""Cr"": 0.07881, ""U"": 0.8546659999999999, ""Zr"": 0.066524}",0.468991,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_U85_Zr7_334
"{""Mo"": 0.043000000000000003, ""Nb"": 0.03, ""U"": 0.927}",0.201929,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Nb3_U93_96
"{""Cr"": 0.067617, ""Mn"": 0.031834, ""U"": 0.900549}",0.309515,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Mn3_U90_368
"{""Fe"": 0.043462, ""Ti"": 0.063534, ""U"": 0.893004}",0.121416,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ti6_U89_61
"{""Mo"": 0.047737, ""U"": 0.952263}",0.202698,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_135
"{""Mn"": 0.040533, ""U"": 0.959467}",-0.050002,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_223
"{""Mo"": 0.057269, ""U"": 0.942731}",0.202038,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo6_U94_327
"{""Cr"": 0.067617, ""Mn"": 0.027834, ""U"": 0.904549}",0.458501,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Mn3_U90_315
"{""Nb"": 0.11762, ""U"": 0.8823799999999999}",0.278140,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_237
"{""U"": 0.942963, ""Zr"": 0.057037000000000004}",0.320438,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_254
"{""Fe"": 0.037731, ""U"": 0.962269}",-0.035996,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_80
"{""Mo"": 0.110099, ""U"": 0.786239, ""Zr"": 0.10366199999999999}",0.200902,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo11_U79_Zr10_82
"{""Ti"": 0.043000000000000003, ""U"": 0.957}",0.107674,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_370
"{""Fe"": 0.014015, ""U"": 0.985985}",-0.020520,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe1_U99_42
"{""Nb"": 0.106052, ""U"": 0.747131, ""Zr"": 0.146817}",0.335357,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U75_Zr15_43
"{""Ta"": 0.045533, ""Ti"": 0.117498, ""U"": 0.836969}",0.115314,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta5_Ti12_U84_100
"{""Ti"": 0.073904, ""U"": 0.926096}",0.109327,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_250
"{""Al"": 0.027112, ""U"": 0.972888}",-0.175367,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_11
"{""Nb"": 0.043161, ""U"": 0.956839}",0.271044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4_U96_263
"{""Nb"": 0.114371, ""U"": 0.885629}",0.277867,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U89_260
"{""Ti"": 0.114046, ""U"": 0.885954}",0.111769,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti11_U89_206
"{""Nb"": 0.047416, ""Ru"": 0.052634, ""U"": 0.89995}",-1.830926,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_Ru5_U90_41
"{""Fe"": 0.040885, ""U"": 0.885018, ""Zr"": 0.074097}",0.364671,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U89_Zr7_121
"{""Ta"": 0.032825, ""Ti"": 0.11078600000000001, ""U"": 0.856389}",0.113844,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta3_Ti11_U86_294
"{""Fe"": 0.030203, ""Ru"": 0.072007, ""U"": 0.89779}",-1.833531,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_Ru7_U90_384
"{""Mo"": 0.146101, ""U"": 0.853899}",0.200630,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_359
"{""Fe"": 0.028203000000000002, ""Ru"": 0.072007, ""U"": 0.89979}",-1.833776,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_Ru7_U90_191
"{""U"": 0.857461, ""Zr"": 0.142539}",0.306363,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_204
"{""Nb"": 0.134032, ""U"": 0.865968}",0.279949,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_145
"{""Cr"": 0.065916, ""Si"": 0.009933, ""U"": 0.924151}",0.466583,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Si1_U92_369
"{""Si"": 0.015178, ""U"": 0.984822}",-0.720694,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_381
"{""Mo"": 27.0, ""U"": 55, ""Zr"": 18.0}",0.205181,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo2700_U5500_Zr1800_325
"{""Nb"": 0.123928, ""U"": 0.876072}",0.278854,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_244
"{""Cr"": 0.051482, ""U"": 0.948518}",0.480454,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_26
"{""Ru"": 0.070578, ""U"": 0.895212, ""V"": 0.034210000000000004}",-1.833484,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U90_V3_49
"{""Cr"": 0.095202, ""Nb"": 0.14155900000000002, ""U"": 0.763239}",0.341918,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr10_Nb14_U76_382
"{""Fe"": 0.032203, ""Ru"": 0.072007, ""U"": 0.89579}",-1.833742,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_Ru7_U90_351
"{""U"": 0.947441, ""Zr"": 0.052559}",0.321159,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U95_Zr5_393
"{""U"": 0.867425, ""Zr"": 0.132575}",0.307982,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_97
"{""Mo"": 0.067484, ""U"": 0.932516}",0.201453,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_U93_117
"{""Cr"": 0.061241, ""Mn"": 0.045589, ""U"": 0.89317}",0.309011,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_Mn5_U89_275
"{""Ti"": 0.04, ""U"": 0.96}",0.107531,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_32
"{""Cr"": 0.054513, ""U"": 0.894342, ""V"": 0.051145}",0.308318,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U89_V5_123
"{""Fe"": 0.037418, ""Nb"": 0.118078, ""U"": 0.844504}",0.296739,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Nb12_U84_139
"{""Fe"": 0.047462, ""Ti"": 0.063534, ""U"": 0.889004}",0.122858,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_Ti6_U89_161
"{""Cr"": 0.061584, ""U"": 0.938416}",0.316352,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_215
"{""Mn"": 0.035938, ""U"": 0.964062}",-0.048887,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_208
"{""U"": 0.7, ""Zr"": 0.3}",0.282239,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U70_Zr30_367
"{""Mo"": 0.07500000000000001, ""U"": 0.925}",0.201072,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U92_290
"{""Mn"": 0.039217, ""U"": 0.9607829999999999}",-0.049479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_44
"{""Ru"": 0.078512, ""U"": 0.921488}",-1.831722,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru8_U92_393
"{""U"": 0.941441, ""Zr"": 0.058559}",0.320037,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_353
"{""U"": 0.96651, ""Zr"": 0.03349}",0.324377,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_Zr3_227
"{""Ru"": 0.040608, ""Ti"": 0.026811, ""U"": 0.932581}",-1.828286,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_Ti3_U93_137
"{""Ti"": 50.0, ""U"": 50.0}",0.149363,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti5000_U5000_221
"{""Si"": 0.009955, ""Ti"": 0.083642, ""U"": 0.906403}",0.111409,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_Ti8_U91_345
"{""U"": 90, ""Zr"": 10.0}",0.313214,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U9000_Zr1000_312
